Performance,Gender,Caste,coaching,time,Class_ten_education,twelve_education,medium,Class_ X_Percentage,Class_XII_Percentage,Father_occupation,Mother_occupation,mixed_type_col
Average,female,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,DOCTOR,HOUSE_WIFE,416
Average,male,OBC,WA,ONE,, cbse ,ENGLISH,Excellent,Excellent, others ,SCHOOL_TEACHER,24
Average,female,OBC,,THREE,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,bad
Average,male,OBC,WA,TWO, cbse ,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,bad
Average,female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH, eXCELLENT ,Excellent, business ,HOUSE_WIFE,401
Average,male,OBC,WA,THREE,SEBA,AHSEC,ASSAMESE,Vg,Good,BUSINESS,HOUSE_WIFE,unknown
Average,male,OBC,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS,962
Average,female,OBC,WA, two ,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,OTHERS,HOUSE_WIFE,unknown
Average,male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,OTHERS,
Average,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,487
Average,female,OBC,NO,TWO,SEBA, ahsec ,ASSAMESE,Vg,Good,OTHERS, house_wife ,45
Average,male,OBC,NO,TWO,CBSE,CBSE,,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,495
Average,female,OBC,WA,ONE,CBSE,,ENGLISH, eXCELLENT ,Excellent,OTHERS,HOUSE_WIFE,576
Average,male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,773
Average,male,OBC,NO,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,336
Average,male,OBC,WA,ONE,SEBA,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE,36
Average,male,OBC,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,OTHERS,454
Average,male,OBC,NO,FOUR,SEBA,AHSEC,OTHERS,Vg,Average,SCHOOL_TEACHER,HOUSE_WIFE,427
,female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent, eXCELLENT , others ,SCHOOL_TEACHER,624
Average,male,OBC,WA, two ,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,HOUSE_WIFE,99
Average,male,OBC,NO,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER,613
Good,female,SC,WA,THREE, cbse ,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,
 gOOD ,male,SC,WA,THREE,SEBA,AHSEC, english ,Vg,Good,SCHOOL_TEACHER,HOUSE_WIFE,bad
Good,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,983
Good,female,SC,NO,TWO,SEBA,AHSEC,OTHERS,Excellent,Excellent,ENGINEER,HOUSE_WIFE,227
Good,female,SC,OA,TWO,SEBA,,ENGLISH, eXCELLENT ,Vg,OTHERS,HOUSE_WIFE,753
Good,female,SC,WA,THREE,SEBA,AHSEC,ENGLISH, vG ,Vg,OTHERS,HOUSE_WIFE,bad
Good,male,SC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,985
Average,female,SC,NO,TWO,CBSE,CBSE,ENGLISH,Excellent, eXCELLENT ,ENGINEER, house_wife ,unknown
Average,female,SC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,746
Average,female,SC,WA,THREE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,777
Average,,SC,WA,ONE,SEBA,AHSEC,ASSAMESE,Good,Good,OTHERS,HOUSE_WIFE,608
Average,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,bad
Average,female,SC,WA,THREE,SEBA,AHSEC,ASSAMESE,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,unknown
Average,female,SC,WA,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,476
 aVERAGE ,female,SC,WA,THREE,CBSE,CBSE,ENGLISH,Vg, vG ,BANK_OFFICIAL,OTHERS,659
Average,female,SC,NO,ONE,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,OTHERS,HOUSE_WIFE,613
 aVERAGE , FEMALE ,SC,, two ,SEBA,AHSEC,ASSAMESE,Average,Good,BUSINESS,HOUSE_WIFE,unknown
Average, MALE ,SC,NO,ONE,,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,117
Average,female,SC,NO, two ,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS, others ,bad
Average,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,937
Average, MALE ,SC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,520
Average,male,SC,WA,TWO,SEBA,AHSEC,ASSAMESE,Vg, vG ,CULTIVATOR,HOUSE_WIFE,636
Average,male,SC,WA,TWO,CBSE,CBSE,ENGLISH, NAN ,,SCHOOL_TEACHER,OTHERS,258
Average,male,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER,unknown
 aVERAGE ,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,bad
Average, MALE ,SC,NO,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,
Average,female,SC,WA,TWO,SEBA,AHSEC,OTHERS,Excellent,Vg, school_teacher ,HOUSE_WIFE,146
Average,male,SC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,unknown
 aVERAGE ,male,SC,NO,TWO,SEBA,AHSEC, english ,Vg,Vg,OTHERS,HOUSE_WIFE,565
Average,female,SC,NO,TWO,SEBA,CBSE,ENGLISH,Vg,Vg,DOCTOR,SCHOOL_TEACHER,280
Average,female,SC,WA,THREE,SEBA,AHSEC,OTHERS,Good,Good,SCHOOL_TEACHER,OTHERS,245
 aVERAGE ,female,SC,WA,TWO,SEBA,CBSE,ENGLISH, vG , eXCELLENT ,OTHERS,HOUSE_WIFE,269
Average,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,OTHERS,293
Average,male,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER,739
Average,male, sc ,WA,TWO,,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,499
Average,female,SC,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE,469
Average,male,SC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent, business ,HOUSE_WIFE,162
Average,male,,WA, two ,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,ENGINEER,HOUSE_WIFE,544
Good,male,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,
Good,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,745
Good,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE,446
Average,, st ,WA,TWO,,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE,unknown
Average,male,ST, oa , two ,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,unknown
Average,male,ST,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,unknown
Average,male,ST,NO,THREE,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,SCHOOL_TEACHER,bad
Average,male,ST,WA,TWO,CBSE, cbse , english ,Excellent,Vg,OTHERS,HOUSE_WIFE,unknown
Average,female, st ,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER,843
Average,female,ST,WA,TWO,SEBA,CBSE,ENGLISH,,Excellent,DOCTOR,COLLEGE_TEACHER,bad
Average,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,bad
Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,929
Average,male,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Good,Good,ENGINEER, school_teacher ,
Average,male,ST,WA,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,
Average,female,ST,WA,TWO,SEBA,AHSEC, english ,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,unknown
Average,male,ST,NO,ONE,CBSE, cbse ,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,unknown
Average,female, st ,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg, bank_official ,HOUSE_WIFE,745
Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,CULTIVATOR,HOUSE_WIFE,9
Average,female,ST,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Good,ENGINEER,BUSINESS,945
Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent, others ,HOUSE_WIFE,
Average, NAN ,ST,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,SCHOOL_TEACHER,bad
Average,female,ST,WA, two ,SEBA,AHSEC,ENGLISH,Vg,Vg,DOCTOR,HOUSE_WIFE,bad
Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,bad
Average,female, st ,WA,TWO, seba ,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,unknown
Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,109
Average,female,ST, wa ,TWO,OTHERS,OTHERS,ENGLISH,Excellent,Excellent,DOCTOR,COLLEGE_TEACHER,bad
 aVERAGE ,female,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,OTHERS,6
Average,male,ST,OA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,795
Average, FEMALE ,ST,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE,743
Average,male,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE,892
Average,female,ST,WA,ONE,SEBA,AHSEC,OTHERS,Average,Vg,OTHERS,HOUSE_WIFE,981
Average,male, st ,NO,ONE,SEBA,AHSEC,ENGLISH, eXCELLENT ,Excellent,OTHERS,OTHERS,964
Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Good,ENGINEER,HOUSE_WIFE,992
Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,unknown
Average,male,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,784
Average,female,ST,WA,THREE,SEBA,AHSEC,ENGLISH,Vg,Average,OTHERS,HOUSE_WIFE,723
Average,male,ST,NO,TWO,CBSE,CBSE,ENGLISH,Vg,Good,CULTIVATOR,HOUSE_WIFE,162
Average,male, st , wa ,ONE,SEBA,AHSEC,ENGLISH,Average,Good,OTHERS,HOUSE_WIFE,136
Average,female,ST,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,977
Average,female,ST,WA,THREE,CBSE,CBSE,ENGLISH, eXCELLENT ,Vg,BANK_OFFICIAL,HOUSE_WIFE,882
Average,female,ST,WA,TWO,SEBA,,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,bad
Average,male,ST,OA,THREE,CBSE,CBSE, english ,Vg,Excellent, others ,HOUSE_WIFE,74
Average,female,ST,WA,TWO,SEBA, ahsec ,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,unknown
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg, college_teacher ,HOUSE_WIFE,5
Average,female,ST,WA,TWO,SEBA, NAN ,ENGLISH,Excellent,Good,SCHOOL_TEACHER,HOUSE_WIFE,unknown
Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,unknown
Average, MALE ,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Average,Average,OTHERS,HOUSE_WIFE,49
Average,male,ST,NO,THREE,,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,979
Average,male,ST,NO,ONE,SEBA,AHSEC,ASSAMESE,Vg,Good,CULTIVATOR,HOUSE_WIFE,825
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,904
Average, FEMALE ,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,997
Average,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Good,Vg,OTHERS,HOUSE_WIFE,14
Average,male,,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE,
Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg, others ,HOUSE_WIFE,
Average, MALE ,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,781
Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,265
Average,male,ST, no ,ONE,CBSE,CBSE,ENGLISH,Excellent, eXCELLENT ,SCHOOL_TEACHER,HOUSE_WIFE,390
Average,female,ST,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,OTHERS,929
Average,male,ST,NO,THREE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS, house_wife ,unknown
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent, vG ,CULTIVATOR,OTHERS,641
Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,792
Average,female,ST,WA,TWO,CBSE, cbse ,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE,798
Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,597
Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,766
Average,male,,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,CULTIVATOR,HOUSE_WIFE,909
Average,female, st ,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,765
 aVERAGE ,male,ST,NO, two ,SEBA,AHSEC,ENGLISH,Average,Good,BUSINESS,HOUSE_WIFE,115
Average,male,ST,NO,ONE,SEBA,AHSEC,ASSAMESE,Average,Average,CULTIVATOR,HOUSE_WIFE,bad
Average,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,305
 aVERAGE ,male,ST,OA,ONE,CBSE,CBSE,ENGLISH, vG ,Excellent,SCHOOL_TEACHER,OTHERS,unknown
Average,male,ST,WA, one ,CBSE,CBSE,ENGLISH, eXCELLENT ,Vg,ENGINEER,HOUSE_WIFE,360
Average,male,ST,WA,TWO,SEBA,AHSEC, english ,Good,Good,OTHERS,HOUSE_WIFE,219
Average,male,ST,WA,ONE,SEBA, ahsec , english ,Excellent,Excellent,OTHERS,OTHERS,bad
Average,female,ST,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent, others ,DOCTOR,110
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER,787
Average,male,ST,WA,TWO,CBSE,AHSEC,ENGLISH,Good,Good,OTHERS, school_teacher ,658
Average,female,ST,WA,ONE,SEBA,AHSEC,,Vg,Good,ENGINEER,HOUSE_WIFE,unknown
Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,bad
Average,male,ST,NO,THREE,SEBA,AHSEC,ENGLISH,Good,Average,CULTIVATOR,HOUSE_WIFE,295
Average,female,ST,WA,TWO,OTHERS,OTHERS,ENGLISH,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE,898
Average,female,ST, wa , one ,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,SCHOOL_TEACHER,493
Average,male,ST,WA, three ,CBSE,CBSE,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE,560
Average,female, st ,WA,ONE,SEBA,AHSEC,ENGLISH,Vg,Vg,BUSINESS,DOCTOR,28
Average,female,ST,WA,FOUR,SEBA,AHSEC,ASSAMESE,Vg,Good,CULTIVATOR,HOUSE_WIFE,762
 aVERAGE ,male,ST,NO,ONE, seba ,AHSEC,ENGLISH,Average,Good,BUSINESS,OTHERS,unknown
Average,male,ST,WA,TWO,SEBA, ahsec ,ENGLISH,Good,Good,OTHERS,SCHOOL_TEACHER,963
Average,male,ST,WA, two ,SEBA,AHSEC,ENGLISH,Vg,Good,OTHERS,HOUSE_WIFE,
 aVERAGE ,female,ST,WA,THREE,SEBA,AHSEC,ENGLISH,Good,Good, school_teacher ,HOUSE_WIFE,
Average,male,ST,WA,THREE,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,unknown
Average,female,ST,OA,THREE,OTHERS,OTHERS, english ,Good,Good,CULTIVATOR,HOUSE_WIFE,477
Average,female,ST,WA, two ,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,HOUSE_WIFE,470
Average,female,ST,NO,THREE, seba ,AHSEC,ENGLISH,Average,Average,SCHOOL_TEACHER,HOUSE_WIFE,949
Average,male,ST,WA,ONE,CBSE,CBSE,ENGLISH, eXCELLENT ,Excellent,OTHERS,SCHOOL_TEACHER,364
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,OTHERS,397
Average,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Vg,Vg,CULTIVATOR,,624
Average,female,ST,WA,TWO, cbse ,AHSEC,ENGLISH,Excellent,Good,BUSINESS,HOUSE_WIFE,170
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,OTHERS,828
, FEMALE ,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Vg,Good,BUSINESS,SCHOOL_TEACHER,bad
Average,female,ST,WA,TWO,SEBA,CBSE,ENGLISH,Good,Vg,DOCTOR,SCHOOL_TEACHER,
Average,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Good,Vg,OTHERS,HOUSE_WIFE,10
Average,male, st ,WA,THREE,SEBA,AHSEC,ENGLISH,Vg, gOOD ,CULTIVATOR,HOUSE_WIFE,unknown
Average,male,ST,WA,TWO,SEBA,CBSE,ENGLISH,Good,Vg,OTHERS,SCHOOL_TEACHER,582
 aVERAGE ,male,ST,WA,THREE,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,704
Average,female, st ,NO,ONE,SEBA,CBSE,ENGLISH,Vg,Good, business ,OTHERS,
Good,male,OBC,NO,ONE, seba ,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS,777
Vg,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE,321
 gOOD , MALE ,General,WA,TWO,CBSE,CBSE,ENGLISH, eXCELLENT ,Excellent,BUSINESS,OTHERS,825
Excellent,female, gENERAL ,WA,TWO,SEBA, ahsec ,ASSAMESE,Excellent,Excellent,BUSINESS,HOUSE_WIFE,194
Good,male,OBC,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,OTHERS,209
 gOOD ,male,General,NO,ONE,SEBA,AHSEC,OTHERS,Excellent, eXCELLENT ,SCHOOL_TEACHER,HOUSE_WIFE,358
Vg,male,General,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,539
 eXCELLENT ,male,General,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Good,BANK_OFFICIAL,HOUSE_WIFE,203
Average,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,900
Average,female,ST,WA,TWO,SEBA,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE,270
Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Good,OTHERS,HOUSE_WIFE,
Vg,male, sc ,WA,TWO, seba ,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,
Excellent,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,ENGINEER,COLLEGE_TEACHER,429
